STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2023,,570,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2024,,577,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2015,,590,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2016,,604,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2017,,617,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2018,,629,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2019,,642,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2020,,652,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2021,,656,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2022,,660,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2023,,664,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FI,Finland,2024,,666,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2015,,558,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2016,,564,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2017,,569,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2018,,568,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2019,,569,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2020,,568,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2021,,570,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2022,,569,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2023,,573,,p,provisional,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,FR,France,2024,,577,,p,provisional,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2015,,240,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2016,,262,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2017,,276,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2018,,292,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2019,,304,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2020,,319,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2021,,343,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2022,,357,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2023,,389,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,GE,Georgia,2024,,414,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2015,,363,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2016,,381,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2017,,398,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2018,,420,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2019,,439,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2020,,449,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2021,,465,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2022,,478,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2023,,495,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HR,Croatia,2024,,513,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2015,,327,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2016,,340,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2017,,357,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2018,,375,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2019,,393,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2020,,406,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2021,,418,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2022,,426,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2023,,435,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,HU,Hungary,2024,,447,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2015,,436,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2016,,438,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2017,,441,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2018,,442,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2019,,450,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2020,,452,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2021,,448,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2022,,443,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2023,,449,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IE,Ireland,2024,,466,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2017,,738,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2018,,749,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2019,,741,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2020,,731,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2021,,768,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2022,,741,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2023,,667,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IS,Iceland,2024,,639,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2015,,621,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2016,,631,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2017,,643,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2018,,652,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2019,,663,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2020,,671,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2021,,675,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2022,,682,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2023,,694,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,IT,Italy,2024,,701,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2015,,766,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2016,,773,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2017,,779,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2018,,780,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2019,,781,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2020,,779,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2021,,777,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2022,,773,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2023,,774,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LI,Liechtenstein,2024,,767,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2015,,430,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2016,,454,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2017,,480,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2018,,509,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2019,,533,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2020,,557,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2021,,574,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2022,,578,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2023,,589,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LT,Lithuania,2024,,598,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2015,,661,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2016,,662,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2017,,670,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2018,,676,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2019,,681,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2020,,682,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2021,,682,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2022,,673,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2023,,675,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LU,Luxembourg,2024,,670,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2015,,345,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2016,,341,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2017,,356,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2018,,369,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2019,,381,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2020,,390,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2021,,404,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2022,,406,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2023,,416,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,LV,Latvia,2024,,424,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2015,,186,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2016,,194,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2017,,211,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2018,,226,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2019,,242,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2020,,256,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2021,,279,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2022,,297,,ep,"estimated, provisional",,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2023,,325,,ep,"estimated, provisional",,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MD,Moldova,2024,,354,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2015,,283,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2016,,297,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2017,,310,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2018,,332,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2019,,350,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2020,,338,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2021,,358,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2022,,369,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2023,,389,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,ME,Montenegro,2024,,417,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2015,,185,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2016,,190,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2017,,194,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2018,,200,,,,,
