STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2019,,205,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2020,,207,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2021,,260,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2022,,264,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2023,,303,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MK,North Macedonia,2024,,318,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2015,,612,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2016,,616,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2017,,615,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2018,,609,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2019,,597,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2020,,597,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2021,,602,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2022,,585,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2023,,575,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,MT,Malta,2024,,576,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2015,,477,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2016,,481,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2017,,487,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2018,,489,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2019,,493,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2020,,497,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2021,,502,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2022,,501,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2023,,505,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NL,Netherlands,2024,,513,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2015,,501,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2016,,506,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2017,,514,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2018,,516,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2019,,522,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2020,,544,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2021,,554,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2022,,550,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2023,,521,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,NO,Norway,2024,,517,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2015,,474,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2016,,493,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2017,,507,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2018,,524,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2019,,541,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2020,,566,,bi,"break in time series, value imputed by Eurostat or other receiving agencies",,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2021,,579,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2022,,584,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2023,,595,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PL,Poland,2024,,629,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2015,,456,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2016,,469,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2017,,490,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2018,,511,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2019,,525,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2020,,535,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2021,,541,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2022,,552,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2023,,550,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,PT,Portugal,2024,,571,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2015,,261,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2016,,279,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2017,,307,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2018,,332,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2019,,357,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2020,,379,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2021,,400,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2022,,413,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2023,,425,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RO,Romania,2024,,444,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2015,,259,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2016,,268,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2017,,281,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2018,,287,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2019,,301,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2020,,315,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2021,,329,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2022,,352,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2023,,362,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,RS,Serbia,2024,,377,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2015,,474,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2016,,477,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2017,,479,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2018,,476,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2019,,473,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2020,,476,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2021,,477,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2022,,473,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2023,,472,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SE,Sweden,2024,,470,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2015,,523,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2016,,531,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2017,,541,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2018,,549,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2019,,556,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2020,,555,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2021,,564,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2022,,571,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2023,,579,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SI,Slovenia,2024,,587,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2015,,375,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2016,,390,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2017,,408,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2018,,426,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2019,,439,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2020,,447,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2021,,459,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2022,,471,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2023,,487,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,SK,Slovakia,2024,,502,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2015,,134,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2016,,142,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2017,,149,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2018,,151,,be,"break in time series, estimated",,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2019,,150,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2020,,157,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2021,,162,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2022,,167,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2023,,178,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,TR,Türkiye,2024,,189,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UA,Ukraine,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UA,Ukraine,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UA,Ukraine,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UA,Ukraine,2024,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2015,,463,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2016,,469,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2017,,471,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2018,,473,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2021,,476,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2022,,480,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2023,,486,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,UK,United Kingdom,2024,,491,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2015,,159,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2016,,146,,e,estimated,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2017,,152,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2018,,156,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2019,,163,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2020,,163,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2021,,182,,,,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2022,,191,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2023,,208,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),Passenger cars - per thousand inhabitants,A,Annual,NR,Number,XK,Kosovo*,2024,,232,,i,value imputed by Eurostat or other receiving agencies,,
